Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0032559	adenyl ribonucleotide binding	 	9.674E-6	2.332E-2	2.120E-3	1.774E-2	297	1555	NLRP11,MKKS,KIF18A,AARS1,ACACA,ACADS,ACVR1B,ADCY2,ADCY3,ADCY7,STARD9,PIP5K1B,KIF17,STK24,ALK,RAD54L,TTF2,KIF6,HIPK4,MYH7B,CAMK1,PDXK,MKNK1,DNAH17,NLRP4,ATP5F1A,DNAH11,ATP6V1B2,MYH13,KIF1A,TTLL9,RIOK3,DYRK4,GMPS,BMPR1B,BUB1,BUB1B,ATP13A5,RUNX1,SMC3,DGKI,CDK1,CDK3,CDK5,AURKB,CDK7,CDK8,CENPE,CHEK1,TRIP13,CKMT2,LONP1,CLCN4,CLCN5,MYO3B,PRKD2,KIF23,KIF20B,CSF1R,CSNK1G3,CTPS1,DDX59,ABCA12,CNBD2,MELK,DDX1,DDX10,AK5,ATP2C2,KIF19,KIF14,DNAH8,AKT3,RIOK1,SMC4,DYRK1A,FARSB,ABCF2,YARS2,SGK2,RAD50,KIF20A,TRAP1,TRNT1,DYNC1LI1,STK40,HSPA14,EPB42,EPHA4,EPRS1,ABCC4,ERBB4,ERCC2,BRIP1,KATNAL1,ACSL3,FBP1,ATP8A1,CHST15,TESK2,ECI2,FLT1,FLT3,RTCB,FPGS,NTPCR,CCT2,SMC2,TPK1,NLRP14,ATP2C1,MTOR,CCT6B,CCT8,NLK,SMC1B,MCM8,ATP8A2,GARS1,STK39,DCLK2,UBE2Q2,SLC27A5,SLC27A2,KIF2C,TLK2,KATNA1,CIT,FICD,GTF2F2,GUCY2D,WEE2,HADHA,HELLS,NLRP7,KIF24,HSPA4,HSP90AA1,NLRP8,NLRP13,NLRP5,IARS1,UBE2J2,KCNJ1,KIFC3,KIT,KIF11,KIF25,LIG4,PSTK,MAK,MAT1A,MCM2,MCM3,MCM4,MCM5,MCM7,PANK1,MKI67,MOS,MSH2,MSH3,UBE2T,DDX25,MUSK,MVK,MYH3,MYH8,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,NAIP,NARS1,NEK1,NEK3,MAP3K15,NSF,RIPK4,ORC1,ORC4,ORC5,PCCA,PCCB,PDK1,PFKFB2,ABCB1,LRGUK,HSPA12A,DDX50,PIK3C3,PIK3CB,MOV10L1,PIP4K2A,EEF2K,PLK1,DDX4,PMS1,PMS2,DDX56,NMNAT3,PRKAR2A,PRKCG,PRKCQ,PRKG2,MAPK4,MAPK6,MAPK7,MAPK8,MAP2K1,CNNM2,ERCC6L,NEK5,ABCD3,NMRK1,ULK4,PYGM,RAD51,RAD51C,RAD51B,RARS1,DYNC2H1,KIF26B,RFC4,RFC5,MTPAP,BBS10,NADSYN1,IQCA1,NAT10,UBE2W,ATP8B4,RIMKLA,ATAD5,RPS6KA2,STK32B,STRADB,MAPK12,DNAJA4,DDX43,CHD7,NLRP2,CCT5,CHTF18,SMARCA2,AGK,MAST1,MYH15,DHX32,PNPLA3,COASY,MYO16,SPAST,EPHA6,PBK,SRPK1,ATP10B,RBKS,MCCC2,RAD54L2,LANCL2,AURKA,AURKC,ATP11B,SYK,POPDC3,KIF13B,TCP1,LARS2,STK31,DNAH7,ABCB9,TOP2B,DDX58,TRIO,TTK,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,IPPK,VRK1,DDX31,XRCC2,YES1,TDRD9,KIF4A,KIF15,NAV2,RARS2,DNAH10,ADCK1,ACTR3B
GO: Molecular Function	GO:0008144	drug binding	 	1.259E-5	3.037E-2	2.530E-3	2.117E-2	335	1786	NLRP11,MKKS,KIF18A,AARS1,ABAT,ACACA,ACR,ACVR1B,ADCY2,ADCY3,ADCY7,STARD9,PIP5K1B,ALAS1,ANXA9,KIF17,STK24,ALK,RAD54L,TTF2,KIF6,FKBP6,HIPK4,MYH7B,CAMK1,PDXK,MKNK1,DNAH17,NLRP4,ATP5F1A,DNAH11,ATP6V1B2,MYH13,KIF1A,TTLL9,RIOK3,DYRK4,GMPS,BMPR1B,BUB1,BUB1B,KYNU,NGB,ATP13A5,RUNX1,SMC3,DGKI,CDK1,CDK3,CDK5,AURKB,CDK7,CDK8,CENPE,CHEK1,TRIP13,CHRNA3,CHRNE,CKMT2,LONP1,CLCN4,CLCN5,MYO3B,PRKD2,KIF23,KIF20B,CSF1R,CSNK1G3,CTPS1,DDX59,CYP2E1,ABCA12,MELK,DDX1,DDX10,LYPD1,SNAP91,AK5,ATP2C2,KIF19,KIF14,SARDH,DNAH8,AKT3,RIOK1,SMC4,DYRK1A,FARSB,ABCF2,PPIF,YARS2,SGK2,RAD50,KIF20A,TRAP1,TRNT1,DYNC1LI1,STK40,HSPA14,EPB42,EPHA4,EPRS1,ABCC4,ERBB4,ERCC2,BRIP1,ESR2,KATNAL1,CD320,ACSL3,FBP1,ATP8A1,TESK2,FLT1,FLT3,RTCB,FPGS,NTPCR,CCT2,SMC2,TPK1,NLRP14,ATP2C1,MTOR,PPIL1,CCT6B,CCT8,NLK,SMC1B,GAD1,GAD2,MCM8,ATP8A2,GARS1,FTCD,GLDC,GLRA2,STK39,DCLK2,GPT2,UBE2Q2,SLC27A5,SLC27A2,KIF2C,TLK2,GRIN2B,KATNA1,CIT,FICD,GTF2F2,GUCY2D,WEE2,HBQ1,HDC,HELLS,NLRP7,HMGB2,KIF24,HSPA4,HSP90AA1,NLRP8,NLRP13,NLRP5,IARS1,ITPR3,UBE2J2,KCNJ1,KIFC3,KIT,KIF11,KIF25,LIG4,PSTK,GADL1,LRP2,MAK,MAT1A,MCM2,MCM3,MCM4,MCM5,MCM7,PANK1,MKI67,MOS,MSH2,MSH3,UBE2T,DDX25,MUSK,MVK,MYH3,MYH8,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,NAIP,NARS1,NEK1,NEK3,NFATC1,MAP3K15,NOS1,NSF,RIPK4,ORC1,ORC4,ORC5,ACCSL,PCCA,PCCB,PDK1,PFKFB2,IZUMO1R,ABCB1,LRGUK,HSPA12A,DDX50,PIK3C3,PIK3CB,MOV10L1,PIP4K2A,EEF2K,PLK1,DDX4,PMS1,PMS2,DDX56,NMNAT3,PRKCG,PRKCQ,PRKG2,MAPK4,MAPK6,MAPK7,MAPK8,MAP2K1,CNNM2,ERCC6L,NEK5,ABCD3,NMRK1,ULK4,PYGM,MOCOS,RAD51,RAD51C,RAD51B,RARS1,DYNC2H1,KIF26B,RFC4,RFC5,SUV39H2,MTPAP,BBS10,NADSYN1,IQCA1,NAT10,UBE2W,ATP8B4,RIMKLA,ATAD5,RPS6KA2,STK32B,STRADB,MAPK12,DNAJA4,DDX43,CHD7,NLRP2,SLC6A3,CCT5,SLC19A1,CHTF18,SMARCA2,AGK,MAST1,MYH15,DHX32,COASY,MYO16,SPAST,EPHA6,PBK,SRP54,SRPK1,ATP10B,RBKS,MCCC2,RAD54L2,LANCL2,AURKA,AURKC,ATP11B,SYK,TAT,KIF13B,TCP1,LARS2,STK31,DNAH7,ABCB9,TOP2B,DDX58,TRIO,PPIL6,TTK,TYMS,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,IPPK,VRK1,DDX31,ETNPPL,XRCC2,YES1,LYPD6,LYPD6B,TDRD9,KIF4A,KIF15,NAV2,RARS2,DNAH10,ADCK1,ACTR3B,CUBN
GO: Molecular Function	GO:0030165	PDZ domain binding	 	2.012E-5	4.852E-2	3.732E-3	3.122E-2	36	118	APBA1,SYNJ2,CACNA1D,DLGAP3,SLC9A3R1,LNX2,NOS1AP,KIF14,DLG1,DLG2,DTNA,PLEKHA1,GIPC1,ARHGEF16,LNX1,GRID2,GRIK2,CIT,NKD1,LLGL2,LRP2,MPP2,MUSK,NSF,SNTG2,PDZK1,PSEN1,PTEN,CCDC88C,LIN7C,CXXC4,LIN7B,GNG12,CADM1,SLC26A6,FZD3
GO: Molecular Function	GO:0140097	catalytic activity, acting on DNA	 	2.580E-5	6.220E-2	4.313E-3	3.608E-2	85	364	CDC45,RAD54L,ERI1,MEIOB,BARD1,ALKBH1,BRCA1,CASP3,AIFM1,AURKB,CRY1,DDX1,DKC1,DCLRE1A,DNMT1,DNMT3A,DNMT3B,RAD50,ERCC2,BRIP1,REV1,GINS4,CCT2,TDP2,CCT8,GINS2,POLD3,PTGES3,MGME1,MCM8,APEX2,CECR2,GTF2F2,POLG2,HMGB2,HSP90AA1,DCP2,ISG20,LIG4,MCM2,MCM3,MCM4,MCM5,MCM7,MGMT,MRE11,MSH3,UHRF1,GEN1,PCNA,ERI3,DSCC1,POLB,POLD2,PRKCQ,ERCC6L,RAD1,PINX1,RAD51,RAD51C,RBBP8,RFC3,RFC4,RFC5,NAT10,NEIL3,GRHL2,C14orf39,CHD7,ZNF365,CCT5,CHTF18,TDP1,RAD54L2,TCP1,ALKBH2,NCAPH,DCLRE1C,TOP2B,UNG,POLE4,DCLRE1B,RAD18,ACD,NAV2
GO: Molecular Function	GO:0003697	single-stranded DNA binding	 	2.683E-5	6.469E-2	4.313E-3	3.608E-2	37	124	CDC45,MEIOB,BRCA2,LONP1,SMC4,RAD50,LRPPRC,SMC2,TDP2,RAD51AP1,MCM8,SUB1,HMGB2,MCM2,MCM3,MCM4,MCM5,MCM7,MSH2,MSH3,PCBP3,PCBP1,PMS2,POLR2D,PRIM1,RAD23B,RAD51,RAD51B,RBBP8,NEIL3,RPA2,NUP35,TDP1,TSNAX,NABP1,RAD18,ACD
GO: Molecular Function	GO:0035639	purine ribonucleoside triphosphate binding	 	5.339E-5	1.287E-1	7.944E-3	6.646E-2	339	1841	NLRP11,MKKS,KIF18A,AARS1,ACACA,ACVR1B,ADCY2,ADCY3,ADCY7,STARD9,PIP5K1B,KIF17,STK24,ALK,RAD54L,TTF2,KIF6,HIPK4,MYH7B,CAMK1,PDXK,MKNK1,DNAH17,RAP2C,NLRP4,ATP5F1A,DNAH11,ATP6V1B2,MYH13,KIF1A,TTLL9,RAB11A,RIOK3,DYRK4,GMPS,BMPR1B,ARHGEF7,BUB1,BUB1B,RAB29,ATP13A5,RUNX1,SMC3,DGKI,CDK1,CDK3,CDK5,AURKB,CDK7,CDK8,CENPE,MFHAS1,CHEK1,TRIP13,RAB3C,EFTUD2,CKMT2,LONP1,CLCN4,CLCN5,MYO3B,PRKD2,KIF23,KIF20B,CSF1R,GNA14,CSNK1G3,EIF5B,CTPS1,DDX59,ABCA12,MELK,DDX1,DDX10,AK5,ATP2C2,KIF19,MFN2,KIF14,DNAH8,AKT3,RIOK1,SMC4,DYRK1A,FARSB,DNM1L,ABCF2,YARS2,SGK2,RAD50,KIF20A,TRAP1,TRNT1,ARFRP1,DYNC1LI1,STK40,HSPA14,GPN3,EPB42,EPHA4,EPRS1,ABCC4,ERBB4,ERCC2,BRIP1,RRAGB,KATNAL1,ACSL3,ATP8A1,TESK2,AGAP1,FLT1,FLT3,RTCB,FPGS,NTPCR,CCT2,SMC2,RAB6B,TPK1,RASL10A,NLRP14,ATP2C1,MTOR,CCT6B,CCT8,RASEF,NLK,SMC1B,MCM8,ATP8A2,GARS1,GCH1,RAB10,GNA12,STK39,DCLK2,RAB40B,GNAL,GNAQ,UBE2Q2,SLC27A5,SLC27A2,KIF2C,TLK2,TUBA1C,KATNA1,CIT,GSPT1,FICD,GTF2F2,GUCY1A2,GUCY2D,WEE2,HELLS,NLRP7,GPN1,KIF24,HSPA4,HSP90AA1,NLRP8,NLRP13,NLRP5,IARS1,UBE2J2,KCNJ1,KIFC3,KIT,KIF11,KIF25,GTPBP10,LIG4,PSTK,MAK,MAT1A,MCM2,MCM3,MCM4,MCM5,MCM7,PANK1,MKI67,MOS,MSH2,MSH3,UBE2T,DDX25,MUSK,MVK,MX1,MYH3,MYH8,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,NAIP,NARS1,DRG1,NEK1,NEK3,MAP3K15,NSF,RIPK4,ORC1,ORC4,ORC5,PCCA,PCCB,PDK1,PFKFB2,ABCB1,LRGUK,HSPA12A,DDX50,PIK3C3,PIK3CB,MOV10L1,PIP4K2A,EEF2K,PLK1,DDX4,PMS1,PMS2,DDX56,NMNAT3,PRKCG,PRKCQ,PRKG2,MAPK4,MAPK6,MAPK7,MAPK8,MAP2K1,DIRAS2,CNNM2,ERCC6L,PSMA6,NEK5,ABCD3,NMRK1,ULK4,RAB3B,RAB27A,RAB27B,RAD51,RAD51C,RAD51B,RAN,RAP1GAP,RAP2A,RARS1,DYNC2H1,KIF26B,RFC4,RFC5,MTPAP,BBS10,RIT2,NADSYN1,IQCA1,NAT10,ARHGAP28,UBE2W,TUBAL3,ATP8B4,RIMKLA,ATAD5,LSG1,RPS6KA2,STK32B,TUBA3E,STRADB,MAPK12,DNAJA4,DDX43,RRAS2,CHD7,NLRP2,CCT5,CHTF18,HHAT,RHEBL1,SMARCA2,AGK,MAST1,MYH15,DHX32,COASY,MYO16,SPAST,EPHA6,PBK,SRP54,SRPK1,ATP10B,RBKS,MCCC2,RAD54L2,LANCL2,RRAGC,AURKA,AURKC,ATP11B,SYK,ATL2,KIF13B,TCP1,LARS2,STK31,DNAH7,ABCB9,TOP2B,DDX58,TRIO,TTK,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,IPPK,VRK1,DDX31,XRCC2,YES1,RAB15,TDRD9,KIF4A,KIF15,NAV2,RARS2,RAB25,DNAH10,ADCK1,ACTR3B
GO: Molecular Function	GO:0004527	exonuclease activity	 	6.045E-5	1.457E-1	7.944E-3	6.646E-2	38	133	ERI1,CNOT6L,MEIOB,BARD1,BRCA1,REXO2,DDX1,DCLRE1A,EXOSC3,EXOSC1,RAD50,BRIP1,MGME1,APEX2,EXOSC8,DCP2,ISG20,MRE11,GEN1,PNPT1,ERI3,EXOSC9,RAD9B,RAD1,RBBP8,EXD1,C14orf39,ZNF365,TDP1,EXOSC7,CNOT1,PNLDC1,ALKBH2,DCLRE1C,TOP2B,DCLRE1B,EXOSC5,REXO5
GO: Molecular Function	GO:0016462	pyrophosphatase activity	 	6.278E-5	1.514E-1	7.944E-3	6.646E-2	279	1485	MKKS,KIF18A,CDC45,STARD9,ATP6V1C2,KIF17,RAD54L,ALPL,TTF2,KIF6,MYH7B,DENND1A,ARHGDIG,DNAH17,GRHL3,RAP2C,FXYD2,ATP5F1A,DNAH11,ATP6V1B2,ATP6V1C1,ATP6V1E1,MYH13,KIF1A,RAB11A,BBS4,GMPS,ASAP2,BNIP2,ARHGEF7,RAB29,ATP13A5,CCNH,SMC3,RABEP1,DGKI,CDK7,CENPE,CHN1,CHN2,RAB3C,EFTUD2,LONP1,TBC1D22A,MYO3B,KIF23,PLEKHG4,CPOX,ENTPD4,KIF20B,RIN1,RGS6,GNA14,SIPA1L1,ATP6V0A4,PLXNA4,EIF5B,DDX59,ELMOD2,ABCA12,GIT2,SIRPA,DNAL1,DCTN1,DDX1,DDX10,PSMD6,ARFGAP3,ATP2C2,KIF19,MFN2,KIF14,ENPP5,DNAH8,DNAJB6,DNM1L,ABCF2,ECT2,PPIF,RAD50,KIF20A,PREB,RASGRP1,ARFRP1,FAM13A,PLXNC1,DYNC1LI1,HSPA14,GPN3,EPHA4,ABCC4,ERCC2,BRIP1,TBC1D7,APC2,KATNB1,RRAGB,KATNAL1,CD320,ATP6AP1L,ATP8A1,ATP6V1D,VAV3,FHIT,AGAP1,IPO8,NTPCR,GINS4,RAB6B,RASL10A,ATP2C1,DYNC2LI1,MTOR,CCT8,GINS2,RASEF,GIPC1,NUP50,DNAJB11,MCM8,GARS1,GCH1,ARHGEF16,GDI2,RAB10,GNA12,RAB40B,GNAL,SGSM3,GNAQ,GNG3,KIF2C,PRUNE2,ADAP1,TUBA1C,KATNA1,GSPT1,TBC1D8,FICD,GTF2F2,NUDT5,CGNL1,HELLS,GPN1,GABARAPL2,KIF24,AGFG1,DNAJB2,HSP90AA1,SMAP1,DCP2,ARHGAP18,ITGA6,KIFC3,KIF11,KIF25,LLGL2,MCM2,MCM3,MCM4,MCM5,MCM7,MRE11,MSH2,MSH3,DDX25,RACGAP1,UHRF1,MX1,MYH3,MYH8,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,DRG1,NSF,ABCB1,DDX50,MOV10L1,GPSM2,DSCC1,IQGAP3,DDX4,PMS1,NUDT7,PMS2,DDX56,MAP2K1,DIRAS2,DAB2IP,NDE1,ERCC6L,BCAS3,PTPRN2,ABCD3,RAB3B,RAB27A,RAB27B,RAD51,RAD51C,RAD51B,RAN,IQSEC3,RAP1GAP,RAP1GDS1,RAP2A,RASGRF1,RBBP4,DYNC2H1,KIF26B,RFC3,RFC4,RFC5,RGS2,RGS10,RIT2,GRTP1,ARHGAP28,TUBAL3,SGSM1,ATAD5,LSG1,TBC1D2,TUBA3E,RSU1,DDX43,ELMOD1,RRAS2,PRR5,CHD7,SIPA1,GRPEL1,CHTF18,RHEBL1,SMARCA2,MYH15,DHX32,RIMS1,MYO16,SOD1,SPAST,ZC3H15,SRP54,SNX16,RAD54L2,RCC2,RRAGC,GNG12,TBC1D1,DNAJC9,PLCB1,ATL2,KIF13B,VMA21,DYNLT1,NCAPH,DNAH7,SIL1,ABCB9,TIAM1,ARHGAP45,TOP2B,DDX58,TRPM2,AMOT,DDX31,XRCC2,RAB15,RAD18,TDRD9,KIF4A,SLC30A3,KIF15,NAV2,RAB25,DNAH10
GO: Molecular Function	GO:0032555	purine ribonucleotide binding	 	6.496E-5	1.566E-1	7.944E-3	6.646E-2	353	1930	NLRP11,MKKS,KIF18A,AARS1,ACACA,ACADS,ACVR1B,ADCY2,ADCY3,ADCY7,STARD9,PIP5K1B,KIF17,STK24,ALK,RAD54L,TTF2,KIF6,HIPK4,MYH7B,CAMK1,PDXK,MKNK1,ARHGDIG,DNAH17,RAP2C,NLRP4,ATP5F1A,DNAH11,ATP6V1B2,MYH13,KIF1A,TTLL9,RAB11A,RIOK3,DYRK4,GMPS,BMPR1B,ARHGEF7,BUB1,BUB1B,RAB29,ATP13A5,RUNX1,SMC3,DGKI,CDK1,CDK3,CDK5,AURKB,CDK7,CDK8,CENPE,MFHAS1,CHEK1,TRIP13,RAB3C,EFTUD2,CKMT2,LONP1,CLCN4,CLCN5,MYO3B,CNGA3,PRKD2,KIF23,KIF20B,CSF1R,GNA14,CSNK1G3,EIF5B,CTPS1,DDX59,ABCA12,CNBD2,MELK,DDX1,DDX10,AK5,ATP2C2,KIF19,MFN2,KIF14,DNAH8,AKT3,RIOK1,SMC4,DYRK1A,FARSB,DNM1L,ABCF2,YARS2,SGK2,RAD50,KIF20A,TRAP1,TRNT1,ARFRP1,DYNC1LI1,STK40,HSPA14,GPN3,EPB42,EPHA4,EPRS1,ABCC4,ERBB4,ERCC2,BRIP1,RRAGB,KATNAL1,ACSL3,FBP1,ATP8A1,CHST15,TESK2,ECI2,AGAP1,FLT1,FLT3,RTCB,FPGS,NTPCR,CCT2,SMC2,RAB6B,TPK1,RASL10A,NLRP14,ATP2C1,MTOR,CCT6B,CCT8,RASEF,NLK,SMC1B,MCM8,ATP8A2,GARS1,GCH1,GDI2,RAB10,GNA12,STK39,DCLK2,RAB40B,GNAL,GNAQ,UBE2Q2,SLC27A5,SLC27A2,KIF2C,TLK2,TUBA1C,KATNA1,CIT,GSPT1,FICD,GTF2F2,GUCY1A2,GUCY2D,WEE2,HADHA,HELLS,NLRP7,GPN1,KIF24,HSPA4,HSP90AA1,NLRP8,NLRP13,NLRP5,IARS1,UBE2J2,KCNJ1,KIFC3,KIT,KIF11,KIF25,GTPBP10,LIG4,PSTK,MAK,MAT1A,MCM2,MCM3,MCM4,MCM5,MCM7,PANK1,MKI67,MOS,MSH2,MSH3,UBE2T,DDX25,MUSK,MVK,MX1,MYH3,MYH8,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,NAIP,NARS1,DRG1,NEK1,NEK3,MAP3K15,NSF,RIPK4,ORC1,ORC4,ORC5,PCCA,PCCB,PDK1,PFKFB2,ABCB1,LRGUK,HSPA12A,DDX50,PIK3C3,PIK3CB,MOV10L1,PIP4K2A,GPSM2,EEF2K,PLK1,DDX4,PMS1,PMS2,DDX56,NMNAT3,CNGB3,PRKAR2A,PRKCG,PRKCQ,PRKG2,MAPK4,MAPK6,MAPK7,MAPK8,MAP2K1,DIRAS2,CNNM2,ERCC6L,NEK5,ABCD3,NMRK1,ULK4,PYGM,RAB3B,RAB27A,RAB27B,RAD51,RAD51C,RAD51B,RAN,RAP1GAP,RAP2A,RARS1,DYNC2H1,KIF26B,RFC4,RFC5,MTPAP,BBS10,RIT2,NADSYN1,IQCA1,NAT10,ARHGAP28,UBE2W,TUBAL3,ATP8B4,RIMKLA,ATAD5,LSG1,RPS6KA2,STK32B,TUBA3E,STRADB,MAPK12,DNAJA4,DDX43,RRAS2,CHD7,NLRP2,CCT5,CHTF18,HHAT,RHEBL1,SMARCA2,AGK,MAST1,MYH15,DHX32,PNPLA3,COASY,MYO16,SPAST,EPHA6,PBK,SRP54,SRPK1,ATP10B,RBKS,MCCC2,RAD54L2,LANCL2,RRAGC,AURKA,AURKC,ATP11B,SYK,POPDC3,ATL2,KIF13B,TCP1,LARS2,STK31,DNAH7,ABCB9,TOP2B,DDX58,TRIO,TTK,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,IPPK,VRK1,DDX31,XRCC2,YES1,RAB15,TDRD9,KIF4A,KIF15,NAV2,RARS2,RAB25,DNAH10,ADCK1,ACTR3B
GO: Molecular Function	GO:0016817	hydrolase activity, acting on acid anhydrides	 	6.920E-5	1.668E-1	7.944E-3	6.646E-2	279	1487	MKKS,KIF18A,CDC45,STARD9,ATP6V1C2,KIF17,RAD54L,ALPL,TTF2,KIF6,MYH7B,DENND1A,ARHGDIG,DNAH17,GRHL3,RAP2C,FXYD2,ATP5F1A,DNAH11,ATP6V1B2,ATP6V1C1,ATP6V1E1,MYH13,KIF1A,RAB11A,BBS4,GMPS,ASAP2,BNIP2,ARHGEF7,RAB29,ATP13A5,CCNH,SMC3,RABEP1,DGKI,CDK7,CENPE,CHN1,CHN2,RAB3C,EFTUD2,LONP1,TBC1D22A,MYO3B,KIF23,PLEKHG4,CPOX,ENTPD4,KIF20B,RIN1,RGS6,GNA14,SIPA1L1,ATP6V0A4,PLXNA4,EIF5B,DDX59,ELMOD2,ABCA12,GIT2,SIRPA,DNAL1,DCTN1,DDX1,DDX10,PSMD6,ARFGAP3,ATP2C2,KIF19,MFN2,KIF14,ENPP5,DNAH8,DNAJB6,DNM1L,ABCF2,ECT2,PPIF,RAD50,KIF20A,PREB,RASGRP1,ARFRP1,FAM13A,PLXNC1,DYNC1LI1,HSPA14,GPN3,EPHA4,ABCC4,ERCC2,BRIP1,TBC1D7,APC2,KATNB1,RRAGB,KATNAL1,CD320,ATP6AP1L,ATP8A1,ATP6V1D,VAV3,FHIT,AGAP1,IPO8,NTPCR,GINS4,RAB6B,RASL10A,ATP2C1,DYNC2LI1,MTOR,CCT8,GINS2,RASEF,GIPC1,NUP50,DNAJB11,MCM8,GARS1,GCH1,ARHGEF16,GDI2,RAB10,GNA12,RAB40B,GNAL,SGSM3,GNAQ,GNG3,KIF2C,PRUNE2,ADAP1,TUBA1C,KATNA1,GSPT1,TBC1D8,FICD,GTF2F2,NUDT5,CGNL1,HELLS,GPN1,GABARAPL2,KIF24,AGFG1,DNAJB2,HSP90AA1,SMAP1,DCP2,ARHGAP18,ITGA6,KIFC3,KIF11,KIF25,LLGL2,MCM2,MCM3,MCM4,MCM5,MCM7,MRE11,MSH2,MSH3,DDX25,RACGAP1,UHRF1,MX1,MYH3,MYH8,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,DRG1,NSF,ABCB1,DDX50,MOV10L1,GPSM2,DSCC1,IQGAP3,DDX4,PMS1,NUDT7,PMS2,DDX56,MAP2K1,DIRAS2,DAB2IP,NDE1,ERCC6L,BCAS3,PTPRN2,ABCD3,RAB3B,RAB27A,RAB27B,RAD51,RAD51C,RAD51B,RAN,IQSEC3,RAP1GAP,RAP1GDS1,RAP2A,RASGRF1,RBBP4,DYNC2H1,KIF26B,RFC3,RFC4,RFC5,RGS2,RGS10,RIT2,GRTP1,ARHGAP28,TUBAL3,SGSM1,ATAD5,LSG1,TBC1D2,TUBA3E,RSU1,DDX43,ELMOD1,RRAS2,PRR5,CHD7,SIPA1,GRPEL1,CHTF18,RHEBL1,SMARCA2,MYH15,DHX32,RIMS1,MYO16,SOD1,SPAST,ZC3H15,SRP54,SNX16,RAD54L2,RCC2,RRAGC,GNG12,TBC1D1,DNAJC9,PLCB1,ATL2,KIF13B,VMA21,DYNLT1,NCAPH,DNAH7,SIL1,ABCB9,TIAM1,ARHGAP45,TOP2B,DDX58,TRPM2,AMOT,DDX31,XRCC2,RAB15,RAD18,TDRD9,KIF4A,SLC30A3,KIF15,NAV2,RAB25,DNAH10
